"Notes"	"Cause of death"	"Cause of death Code"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Other and unspecified convulsions"	"R56.8"	"Arizona"	"04"	"2020 "	"2020"	15	7421401	Unreliable
	"Other and unspecified convulsions"	"R56.8"	"Arkansas"	"05"	"2020 "	"2020"	10	3030522	Unreliable
	"Other and unspecified convulsions"	"R56.8"	"California"	"06"	"2020 "	"2020"	51	39368078	0.1
	"Other and unspecified convulsions"	"R56.8"	"Colorado"	"08"	"2020 "	"2020"	11	5807719	Unreliable
	"Other and unspecified convulsions"	"R56.8"	"Connecticut"	"09"	"2020 "	"2020"	10	3557006	Unreliable
	"Other and unspecified convulsions"	"R56.8"	"Florida"	"12"	"2020 "	"2020"	64	21733312	0.3
	"Other and unspecified convulsions"	"R56.8"	"Georgia"	"13"	"2020 "	"2020"	58	10710017	0.5
	"Other and unspecified convulsions"	"R56.8"	"Illinois"	"17"	"2020 "	"2020"	42	12587530	0.3
	"Other and unspecified convulsions"	"R56.8"	"Indiana"	"18"	"2020 "	"2020"	38	6754953	0.6
	"Other and unspecified convulsions"	"R56.8"	"Kentucky"	"21"	"2020 "	"2020"	20	4477251	0.4
	"Other and unspecified convulsions"	"R56.8"	"Louisiana"	"22"	"2020 "	"2020"	49	4645318	1.1
	"Other and unspecified convulsions"	"R56.8"	"Maryland"	"24"	"2020 "	"2020"	13	6055802	Unreliable
	"Other and unspecified convulsions"	"R56.8"	"Massachusetts"	"25"	"2020 "	"2020"	21	6893574	0.3
	"Other and unspecified convulsions"	"R56.8"	"Michigan"	"26"	"2020 "	"2020"	33	9966555	0.3
	"Other and unspecified convulsions"	"R56.8"	"Minnesota"	"27"	"2020 "	"2020"	16	5657342	Unreliable
	"Other and unspecified convulsions"	"R56.8"	"Mississippi"	"28"	"2020 "	"2020"	30	2966786	1.0
	"Other and unspecified convulsions"	"R56.8"	"Missouri"	"29"	"2020 "	"2020"	27	6151548	0.4
	"Other and unspecified convulsions"	"R56.8"	"Nevada"	"32"	"2020 "	"2020"	13	3138259	Unreliable
	"Other and unspecified convulsions"	"R56.8"	"New Jersey"	"34"	"2020 "	"2020"	42	8882371	0.5
	"Other and unspecified convulsions"	"R56.8"	"New York"	"36"	"2020 "	"2020"	66	19336776	0.3
	"Other and unspecified convulsions"	"R56.8"	"North Carolina"	"37"	"2020 "	"2020"	46	10600823	0.4
	"Other and unspecified convulsions"	"R56.8"	"Ohio"	"39"	"2020 "	"2020"	58	11693217	0.5
	"Other and unspecified convulsions"	"R56.8"	"Oklahoma"	"40"	"2020 "	"2020"	11	3980783	Unreliable
	"Other and unspecified convulsions"	"R56.8"	"Oregon"	"41"	"2020 "	"2020"	16	4241507	Unreliable
	"Other and unspecified convulsions"	"R56.8"	"Pennsylvania"	"42"	"2020 "	"2020"	60	12783254	0.5
	"Other and unspecified convulsions"	"R56.8"	"South Carolina"	"45"	"2020 "	"2020"	17	5218040	Unreliable
	"Other and unspecified convulsions"	"R56.8"	"Tennessee"	"47"	"2020 "	"2020"	32	6886834	0.5
	"Other and unspecified convulsions"	"R56.8"	"Texas"	"48"	"2020 "	"2020"	104	29360759	0.4
	"Other and unspecified convulsions"	"R56.8"	"Virginia"	"51"	"2020 "	"2020"	40	8590563	0.5
	"Other and unspecified convulsions"	"R56.8"	"Washington"	"53"	"2020 "	"2020"	11	7693612	Unreliable
	"Other and unspecified convulsions"	"R56.8"	"Wisconsin"	"55"	"2020 "	"2020"	17	5832655	Unreliable
	"Cardiogenic shock"	"R57.0"	"Alabama"	"01"	"2020 "	"2020"	34	4921532	0.7
	"Cardiogenic shock"	"R57.0"	"Arizona"	"04"	"2020 "	"2020"	12	7421401	Unreliable
	"Cardiogenic shock"	"R57.0"	"Arkansas"	"05"	"2020 "	"2020"	13	3030522	Unreliable
	"Cardiogenic shock"	"R57.0"	"California"	"06"	"2020 "	"2020"	10	39368078	Unreliable
	"Cardiogenic shock"	"R57.0"	"Connecticut"	"09"	"2020 "	"2020"	20	3557006	0.6
	"Cardiogenic shock"	"R57.0"	"Florida"	"12"	"2020 "	"2020"	57	21733312	0.3
	"Cardiogenic shock"	"R57.0"	"Georgia"	"13"	"2020 "	"2020"	55	10710017	0.5
	"Cardiogenic shock"	"R57.0"	"Illinois"	"17"	"2020 "	"2020"	44	12587530	0.3
	"Cardiogenic shock"	"R57.0"	"Indiana"	"18"	"2020 "	"2020"	12	6754953	Unreliable
	"Cardiogenic shock"	"R57.0"	"Iowa"	"19"	"2020 "	"2020"	15	3163561	Unreliable
	"Cardiogenic shock"	"R57.0"	"Kansas"	"20"	"2020 "	"2020"	11	2913805	Unreliable
	"Cardiogenic shock"	"R57.0"	"Kentucky"	"21"	"2020 "	"2020"	21	4477251	0.5
	"Cardiogenic shock"	"R57.0"	"Louisiana"	"22"	"2020 "	"2020"	53	4645318	1.1
	"Cardiogenic shock"	"R57.0"	"Massachusetts"	"25"	"2020 "	"2020"	30	6893574	0.4
	"Cardiogenic shock"	"R57.0"	"Michigan"	"26"	"2020 "	"2020"	25	9966555	0.3
	"Cardiogenic shock"	"R57.0"	"Missouri"	"29"	"2020 "	"2020"	56	6151548	0.9
	"Cardiogenic shock"	"R57.0"	"New Jersey"	"34"	"2020 "	"2020"	57	8882371	0.6
	"Cardiogenic shock"	"R57.0"	"New York"	"36"	"2020 "	"2020"	34	19336776	0.2
	"Cardiogenic shock"	"R57.0"	"North Carolina"	"37"	"2020 "	"2020"	65	10600823	0.6
	"Cardiogenic shock"	"R57.0"	"Ohio"	"39"	"2020 "	"2020"	54	11693217	0.5
	"Cardiogenic shock"	"R57.0"	"Oregon"	"41"	"2020 "	"2020"	10	4241507	Unreliable
	"Cardiogenic shock"	"R57.0"	"Pennsylvania"	"42"	"2020 "	"2020"	88	12783254	0.7
	"Cardiogenic shock"	"R57.0"	"South Carolina"	"45"	"2020 "	"2020"	13	5218040	Unreliable
	"Cardiogenic shock"	"R57.0"	"Tennessee"	"47"	"2020 "	"2020"	22	6886834	0.3
	"Cardiogenic shock"	"R57.0"	"Texas"	"48"	"2020 "	"2020"	67	29360759	0.2
	"Cardiogenic shock"	"R57.0"	"Virginia"	"51"	"2020 "	"2020"	31	8590563	0.4
	"Hypovolaemic shock"	"R57.1"	"Pennsylvania"	"42"	"2020 "	"2020"	10	12783254	Unreliable
	"Other shock"	"R57.8"	"Florida"	"12"	"2020 "	"2020"	11	21733312	Unreliable
	"Other shock"	"R57.8"	"Louisiana"	"22"	"2020 "	"2020"	10	4645318	Unreliable
	"Other shock"	"R57.8"	"Missouri"	"29"	"2020 "	"2020"	13	6151548	Unreliable
	"Other shock"	"R57.8"	"New Jersey"	"34"	"2020 "	"2020"	19	8882371	Unreliable
	"Other shock"	"R57.8"	"New York"	"36"	"2020 "	"2020"	19	19336776	Unreliable
	"Other shock"	"R57.8"	"North Carolina"	"37"	"2020 "	"2020"	11	10600823	Unreliable
	"Other shock"	"R57.8"	"Ohio"	"39"	"2020 "	"2020"	13	11693217	Unreliable
	"Other shock"	"R57.8"	"Pennsylvania"	"42"	"2020 "	"2020"	20	12783254	0.2
	"Other shock"	"R57.8"	"Texas"	"48"	"2020 "	"2020"	15	29360759	Unreliable
	"Other shock"	"R57.8"	"Virginia"	"51"	"2020 "	"2020"	11	8590563	Unreliable
	"Shock, unspecified"	"R57.9"	"Alabama"	"01"	"2020 "	"2020"	17	4921532	Unreliable
	"Shock, unspecified"	"R57.9"	"Florida"	"12"	"2020 "	"2020"	21	21733312	0.1
	"Shock, unspecified"	"R57.9"	"Georgia"	"13"	"2020 "	"2020"	31	10710017	0.3
	"Shock, unspecified"	"R57.9"	"Illinois"	"17"	"2020 "	"2020"	20	12587530	0.2
	"Shock, unspecified"	"R57.9"	"Indiana"	"18"	"2020 "	"2020"	17	6754953	Unreliable
	"Shock, unspecified"	"R57.9"	"Louisiana"	"22"	"2020 "	"2020"	25	4645318	0.5
	"Shock, unspecified"	"R57.9"	"Massachusetts"	"25"	"2020 "	"2020"	23	6893574	0.3
	"Shock, unspecified"	"R57.9"	"Michigan"	"26"	"2020 "	"2020"	19	9966555	Unreliable
	"Shock, unspecified"	"R57.9"	"Missouri"	"29"	"2020 "	"2020"	19	6151548	Unreliable
	"Shock, unspecified"	"R57.9"	"Nevada"	"32"	"2020 "	"2020"	60	3138259	1.9
	"Shock, unspecified"	"R57.9"	"New Jersey"	"34"	"2020 "	"2020"	51	8882371	0.6
	"Shock, unspecified"	"R57.9"	"New York"	"36"	"2020 "	"2020"	19	19336776	Unreliable
	"Shock, unspecified"	"R57.9"	"North Carolina"	"37"	"2020 "	"2020"	16	10600823	Unreliable
	"Shock, unspecified"	"R57.9"	"Ohio"	"39"	"2020 "	"2020"	51	11693217	0.4
	"Shock, unspecified"	"R57.9"	"Pennsylvania"	"42"	"2020 "	"2020"	27	12783254	0.2
	"Shock, unspecified"	"R57.9"	"South Carolina"	"45"	"2020 "	"2020"	15	5218040	Unreliable
	"Shock, unspecified"	"R57.9"	"Tennessee"	"47"	"2020 "	"2020"	31	6886834	0.5
	"Shock, unspecified"	"R57.9"	"Texas"	"48"	"2020 "	"2020"	18	29360759	Unreliable
	"Shock, unspecified"	"R57.9"	"Virginia"	"51"	"2020 "	"2020"	16	8590563	Unreliable
	"Haemorrhage, not elsewhere classified"	"R58"	"Alabama"	"01"	"2020 "	"2020"	18	4921532	Unreliable
	"Haemorrhage, not elsewhere classified"	"R58"	"Arizona"	"04"	"2020 "	"2020"	12	7421401	Unreliable
	"Haemorrhage, not elsewhere classified"	"R58"	"California"	"06"	"2020 "	"2020"	18	39368078	Unreliable
	"Haemorrhage, not elsewhere classified"	"R58"	"Connecticut"	"09"	"2020 "	"2020"	14	3557006	Unreliable
	"Haemorrhage, not elsewhere classified"	"R58"	"Florida"	"12"	"2020 "	"2020"	35	21733312	0.2
	"Haemorrhage, not elsewhere classified"	"R58"	"Georgia"	"13"	"2020 "	"2020"	27	10710017	0.3
	"Haemorrhage, not elsewhere classified"	"R58"	"Illinois"	"17"	"2020 "	"2020"	34	12587530	0.3
	"Haemorrhage, not elsewhere classified"	"R58"	"Iowa"	"19"	"2020 "	"2020"	10	3163561	Unreliable
	"Haemorrhage, not elsewhere classified"	"R58"	"Kansas"	"20"	"2020 "	"2020"	11	2913805	Unreliable
	"Haemorrhage, not elsewhere classified"	"R58"	"Massachusetts"	"25"	"2020 "	"2020"	22	6893574	0.3
	"Haemorrhage, not elsewhere classified"	"R58"	"Michigan"	"26"	"2020 "	"2020"	28	9966555	0.3
	"Haemorrhage, not elsewhere classified"	"R58"	"Missouri"	"29"	"2020 "	"2020"	21	6151548	0.3
	"Haemorrhage, not elsewhere classified"	"R58"	"New Jersey"	"34"	"2020 "	"2020"	34	8882371	0.4
	"Haemorrhage, not elsewhere classified"	"R58"	"New York"	"36"	"2020 "	"2020"	56	19336776	0.3
	"Haemorrhage, not elsewhere classified"	"R58"	"North Carolina"	"37"	"2020 "	"2020"	26	10600823	0.2
	"Haemorrhage, not elsewhere classified"	"R58"	"Ohio"	"39"	"2020 "	"2020"	34	11693217	0.3
	"Haemorrhage, not elsewhere classified"	"R58"	"Oregon"	"41"	"2020 "	"2020"	13	4241507	Unreliable
	"Haemorrhage, not elsewhere classified"	"R58"	"Pennsylvania"	"42"	"2020 "	"2020"	45	12783254	0.4
	"Haemorrhage, not elsewhere classified"	"R58"	"Tennessee"	"47"	"2020 "	"2020"	27	6886834	0.4
	"Haemorrhage, not elsewhere classified"	"R58"	"Texas"	"48"	"2020 "	"2020"	22	29360759	0.1
	"Haemorrhage, not elsewhere classified"	"R58"	"Virginia"	"51"	"2020 "	"2020"	30	8590563	0.3
	"Haemorrhage, not elsewhere classified"	"R58"	"Washington"	"53"	"2020 "	"2020"	10	7693612	Unreliable
	"Haemorrhage, not elsewhere classified"	"R58"	"Wisconsin"	"55"	"2020 "	"2020"	15	5832655	Unreliable
	"Other lack of expected normal physiological development"	"R62.8"	"Alabama"	"01"	"2020 "	"2020"	89	4921532	1.8
	"Other lack of expected normal physiological development"	"R62.8"	"Arizona"	"04"	"2020 "	"2020"	17	7421401	Unreliable
	"Other lack of expected normal physiological development"	"R62.8"	"Arkansas"	"05"	"2020 "	"2020"	12	3030522	Unreliable
	"Other lack of expected normal physiological development"	"R62.8"	"California"	"06"	"2020 "	"2020"	35	39368078	0.1
	"Other lack of expected normal physiological development"	"R62.8"	"Colorado"	"08"	"2020 "	"2020"	27	5807719	0.5
	"Other lack of expected normal physiological development"	"R62.8"	"Connecticut"	"09"	"2020 "	"2020"	54	3557006	1.5
	"Other lack of expected normal physiological development"	"R62.8"	"Delaware"	"10"	"2020 "	"2020"	14	986809	Unreliable
	"Other lack of expected normal physiological development"	"R62.8"	"Florida"	"12"	"2020 "	"2020"	140	21733312	0.6
	"Other lack of expected normal physiological development"	"R62.8"	"Georgia"	"13"	"2020 "	"2020"	118	10710017	1.1
	"Other lack of expected normal physiological development"	"R62.8"	"Idaho"	"16"	"2020 "	"2020"	12	1826913	Unreliable
	"Other lack of expected normal physiological development"	"R62.8"	"Illinois"	"17"	"2020 "	"2020"	324	12587530	2.6
	"Other lack of expected normal physiological development"	"R62.8"	"Indiana"	"18"	"2020 "	"2020"	74	6754953	1.1
	"Other lack of expected normal physiological development"	"R62.8"	"Iowa"	"19"	"2020 "	"2020"	38	3163561	1.2
	"Other lack of expected normal physiological development"	"R62.8"	"Kansas"	"20"	"2020 "	"2020"	13	2913805	Unreliable
	"Other lack of expected normal physiological development"	"R62.8"	"Kentucky"	"21"	"2020 "	"2020"	113	4477251	2.5
	"Other lack of expected normal physiological development"	"R62.8"	"Louisiana"	"22"	"2020 "	"2020"	112	4645318	2.4
	"Other lack of expected normal physiological development"	"R62.8"	"Maryland"	"24"	"2020 "	"2020"	14	6055802	Unreliable
	"Other lack of expected normal physiological development"	"R62.8"	"Massachusetts"	"25"	"2020 "	"2020"	230	6893574	3.3
	"Other lack of expected normal physiological development"	"R62.8"	"Michigan"	"26"	"2020 "	"2020"	74	9966555	0.7
	"Other lack of expected normal physiological development"	"R62.8"	"Minnesota"	"27"	"2020 "	"2020"	22	5657342	0.4
	"Other lack of expected normal physiological development"	"R62.8"	"Mississippi"	"28"	"2020 "	"2020"	16	2966786	Unreliable
	"Other lack of expected normal physiological development"	"R62.8"	"Missouri"	"29"	"2020 "	"2020"	102	6151548	1.7
	"Other lack of expected normal physiological development"	"R62.8"	"Nebraska"	"31"	"2020 "	"2020"	17	1937552	Unreliable
	"Other lack of expected normal physiological development"	"R62.8"	"New Hampshire"	"33"	"2020 "	"2020"	16	1366275	Unreliable
	"Other lack of expected normal physiological development"	"R62.8"	"New Jersey"	"34"	"2020 "	"2020"	162	8882371	1.8
	"Other lack of expected normal physiological development"	"R62.8"	"New York"	"36"	"2020 "	"2020"	164	19336776	0.8
	"Other lack of expected normal physiological development"	"R62.8"	"North Carolina"	"37"	"2020 "	"2020"	69	10600823	0.7
	"Other lack of expected normal physiological development"	"R62.8"	"Ohio"	"39"	"2020 "	"2020"	297	11693217	2.5
	"Other lack of expected normal physiological development"	"R62.8"	"Oregon"	"41"	"2020 "	"2020"	12	4241507	Unreliable
	"Other lack of expected normal physiological development"	"R62.8"	"Pennsylvania"	"42"	"2020 "	"2020"	450	12783254	3.5
	"Other lack of expected normal physiological development"	"R62.8"	"Rhode Island"	"44"	"2020 "	"2020"	17	1057125	Unreliable
	"Other lack of expected normal physiological development"	"R62.8"	"South Carolina"	"45"	"2020 "	"2020"	56	5218040	1.1
	"Other lack of expected normal physiological development"	"R62.8"	"Tennessee"	"47"	"2020 "	"2020"	40	6886834	0.6
	"Other lack of expected normal physiological development"	"R62.8"	"Texas"	"48"	"2020 "	"2020"	50	29360759	0.2
	"Other lack of expected normal physiological development"	"R62.8"	"Virginia"	"51"	"2020 "	"2020"	109	8590563	1.3
	"Other lack of expected normal physiological development"	"R62.8"	"Washington"	"53"	"2020 "	"2020"	26	7693612	0.3
	"Other lack of expected normal physiological development"	"R62.8"	"West Virginia"	"54"	"2020 "	"2020"	19	1784787	Unreliable
	"Other lack of expected normal physiological development"	"R62.8"	"Wisconsin"	"55"	"2020 "	"2020"	22	5832655	0.4
	"Other lack of expected normal physiological development"	"R62.8"	"Wyoming"	"56"	"2020 "	"2020"	10	582328	Unreliable
	"Anorexia"	"R63.0"	"Louisiana"	"22"	"2020 "	"2020"	27	4645318	0.6
	"Anorexia"	"R63.0"	"Oregon"	"41"	"2020 "	"2020"	11	4241507	Unreliable
	"Anorexia"	"R63.0"	"Pennsylvania"	"42"	"2020 "	"2020"	15	12783254	Unreliable
	"Abnormal weight loss"	"R63.4"	"Alabama"	"01"	"2020 "	"2020"	16	4921532	Unreliable
	"Abnormal weight loss"	"R63.4"	"Arizona"	"04"	"2020 "	"2020"	19	7421401	Unreliable
	"Abnormal weight loss"	"R63.4"	"North Carolina"	"37"	"2020 "	"2020"	21	10600823	0.2
	"Cachexia"	"R64"	"Florida"	"12"	"2020 "	"2020"	11	21733312	Unreliable
	"Cachexia"	"R64"	"Illinois"	"17"	"2020 "	"2020"	11	12587530	Unreliable
	"Cachexia"	"R64"	"New Hampshire"	"33"	"2020 "	"2020"	14	1366275	Unreliable
	"Cachexia"	"R64"	"New Mexico"	"35"	"2020 "	"2020"	11	2106319	Unreliable
	"Cachexia"	"R64"	"Ohio"	"39"	"2020 "	"2020"	27	11693217	0.2
	"Cachexia"	"R64"	"Pennsylvania"	"42"	"2020 "	"2020"	66	12783254	0.5
	"Other specified general symptoms and signs"	"R68.8"	"Alabama"	"01"	"2020 "	"2020"	71	4921532	1.4
	"Other specified general symptoms and signs"	"R68.8"	"Arizona"	"04"	"2020 "	"2020"	49	7421401	0.7
	"Other specified general symptoms and signs"	"R68.8"	"Arkansas"	"05"	"2020 "	"2020"	12	3030522	Unreliable
	"Other specified general symptoms and signs"	"R68.8"	"California"	"06"	"2020 "	"2020"	12	39368078	Unreliable
	"Other specified general symptoms and signs"	"R68.8"	"Colorado"	"08"	"2020 "	"2020"	10	5807719	Unreliable
	"Other specified general symptoms and signs"	"R68.8"	"Connecticut"	"09"	"2020 "	"2020"	35	3557006	1.0
	"Other specified general symptoms and signs"	"R68.8"	"Florida"	"12"	"2020 "	"2020"	100	21733312	0.5
	"Other specified general symptoms and signs"	"R68.8"	"Georgia"	"13"	"2020 "	"2020"	63	10710017	0.6
	"Other specified general symptoms and signs"	"R68.8"	"Hawaii"	"15"	"2020 "	"2020"	17	1407006	Unreliable
	"Other specified general symptoms and signs"	"R68.8"	"Illinois"	"17"	"2020 "	"2020"	128	12587530	1.0
	"Other specified general symptoms and signs"	"R68.8"	"Indiana"	"18"	"2020 "	"2020"	16	6754953	Unreliable
	"Other specified general symptoms and signs"	"R68.8"	"Iowa"	"19"	"2020 "	"2020"	54	3163561	1.7
	"Other specified general symptoms and signs"	"R68.8"	"Kansas"	"20"	"2020 "	"2020"	10	2913805	Unreliable
	"Other specified general symptoms and signs"	"R68.8"	"Kentucky"	"21"	"2020 "	"2020"	154	4477251	3.4
	"Other specified general symptoms and signs"	"R68.8"	"Louisiana"	"22"	"2020 "	"2020"	129	4645318	2.8
	"Other specified general symptoms and signs"	"R68.8"	"Massachusetts"	"25"	"2020 "	"2020"	33	6893574	0.5
	"Other specified general symptoms and signs"	"R68.8"	"Michigan"	"26"	"2020 "	"2020"	25	9966555	0.3
	"Other specified general symptoms and signs"	"R68.8"	"Mississippi"	"28"	"2020 "	"2020"	20	2966786	0.7
	"Other specified general symptoms and signs"	"R68.8"	"Missouri"	"29"	"2020 "	"2020"	39	6151548	0.6
	"Other specified general symptoms and signs"	"R68.8"	"New Jersey"	"34"	"2020 "	"2020"	119	8882371	1.3
	"Other specified general symptoms and signs"	"R68.8"	"New York"	"36"	"2020 "	"2020"	175	19336776	0.9
	"Other specified general symptoms and signs"	"R68.8"	"North Carolina"	"37"	"2020 "	"2020"	34	10600823	0.3
	"Other specified general symptoms and signs"	"R68.8"	"Ohio"	"39"	"2020 "	"2020"	91	11693217	0.8
	"Other specified general symptoms and signs"	"R68.8"	"Pennsylvania"	"42"	"2020 "	"2020"	253	12783254	2.0
	"Other specified general symptoms and signs"	"R68.8"	"South Carolina"	"45"	"2020 "	"2020"	23	5218040	0.4
	"Other specified general symptoms and signs"	"R68.8"	"Tennessee"	"47"	"2020 "	"2020"	23	6886834	0.3
	"Other specified general symptoms and signs"	"R68.8"	"Texas"	"48"	"2020 "	"2020"	58	29360759	0.2
	"Other specified general symptoms and signs"	"R68.8"	"Virginia"	"51"	"2020 "	"2020"	72	8590563	0.8
	"Other specified general symptoms and signs"	"R68.8"	"Washington"	"53"	"2020 "	"2020"	10	7693612	Unreliable
	"Abnormal findings on diagnostic imaging of lung"	"R91"	"Alabama"	"01"	"2020 "	"2020"	19	4921532	Unreliable
	"Abnormal findings on diagnostic imaging of lung"	"R91"	"California"	"06"	"2020 "	"2020"	21	39368078	0.1
	"Abnormal findings on diagnostic imaging of lung"	"R91"	"Florida"	"12"	"2020 "	"2020"	12	21733312	Unreliable
	"Abnormal findings on diagnostic imaging of lung"	"R91"	"Georgia"	"13"	"2020 "	"2020"	10	10710017	Unreliable
	"Abnormal findings on diagnostic imaging of lung"	"R91"	"Illinois"	"17"	"2020 "	"2020"	17	12587530	Unreliable
	"Abnormal findings on diagnostic imaging of lung"	"R91"	"Kentucky"	"21"	"2020 "	"2020"	18	4477251	Unreliable
	"Abnormal findings on diagnostic imaging of lung"	"R91"	"Maryland"	"24"	"2020 "	"2020"	11	6055802	Unreliable
	"Abnormal findings on diagnostic imaging of lung"	"R91"	"Massachusetts"	"25"	"2020 "	"2020"	17	6893574	Unreliable
	"Abnormal findings on diagnostic imaging of lung"	"R91"	"Michigan"	"26"	"2020 "	"2020"	22	9966555	0.2
	"Abnormal findings on diagnostic imaging of lung"	"R91"	"Missouri"	"29"	"2020 "	"2020"	10	6151548	Unreliable
	"Abnormal findings on diagnostic imaging of lung"	"R91"	"New York"	"36"	"2020 "	"2020"	16	19336776	Unreliable
	"Abnormal findings on diagnostic imaging of lung"	"R91"	"North Carolina"	"37"	"2020 "	"2020"	19	10600823	Unreliable
	"Abnormal findings on diagnostic imaging of lung"	"R91"	"Ohio"	"39"	"2020 "	"2020"	22	11693217	0.2
	"Abnormal findings on diagnostic imaging of lung"	"R91"	"Pennsylvania"	"42"	"2020 "	"2020"	18	12783254	Unreliable
	"Abnormal findings on diagnostic imaging of lung"	"R91"	"Tennessee"	"47"	"2020 "	"2020"	12	6886834	Unreliable
	"Abnormal findings on diagnostic imaging of lung"	"R91"	"Washington"	"53"	"2020 "	"2020"	11	7693612	Unreliable
	"Sudden infant death syndrome - SIDS"	"R95"	"Alabama"	"01"	"2020 "	"2020"	43	4921532	0.9
	"Sudden infant death syndrome - SIDS"	"R95"	"Alaska"	"02"	"2020 "	"2020"	12	731158	Unreliable
	"Sudden infant death syndrome - SIDS"	"R95"	"Arizona"	"04"	"2020 "	"2020"	13	7421401	Unreliable
	"Sudden infant death syndrome - SIDS"	"R95"	"Arkansas"	"05"	"2020 "	"2020"	41	3030522	1.4
	"Sudden infant death syndrome - SIDS"	"R95"	"California"	"06"	"2020 "	"2020"	89	39368078	0.2
	"Sudden infant death syndrome - SIDS"	"R95"	"Colorado"	"08"	"2020 "	"2020"	13	5807719	Unreliable
	"Sudden infant death syndrome - SIDS"	"R95"	"Connecticut"	"09"	"2020 "	"2020"	13	3557006	Unreliable
	"Sudden infant death syndrome - SIDS"	"R95"	"Florida"	"12"	"2020 "	"2020"	62	21733312	0.3
	"Sudden infant death syndrome - SIDS"	"R95"	"Georgia"	"13"	"2020 "	"2020"	109	10710017	1.0
	"Sudden infant death syndrome - SIDS"	"R95"	"Illinois"	"17"	"2020 "	"2020"	16	12587530	Unreliable
	"Sudden infant death syndrome - SIDS"	"R95"	"Indiana"	"18"	"2020 "	"2020"	55	6754953	0.8
	"Sudden infant death syndrome - SIDS"	"R95"	"Iowa"	"19"	"2020 "	"2020"	11	3163561	Unreliable
	"Sudden infant death syndrome - SIDS"	"R95"	"Kentucky"	"21"	"2020 "	"2020"	32	4477251	0.7
	"Sudden infant death syndrome - SIDS"	"R95"	"Louisiana"	"22"	"2020 "	"2020"	34	4645318	0.7
	"Sudden infant death syndrome - SIDS"	"R95"	"Maryland"	"24"	"2020 "	"2020"	45	6055802	0.7
	"Sudden infant death syndrome - SIDS"	"R95"	"Massachusetts"	"25"	"2020 "	"2020"	23	6893574	0.3
	"Sudden infant death syndrome - SIDS"	"R95"	"Michigan"	"26"	"2020 "	"2020"	43	9966555	0.4
	"Sudden infant death syndrome - SIDS"	"R95"	"Mississippi"	"28"	"2020 "	"2020"	36	2966786	1.2
	"Sudden infant death syndrome - SIDS"	"R95"	"Missouri"	"29"	"2020 "	"2020"	17	6151548	Unreliable
	"Sudden infant death syndrome - SIDS"	"R95"	"Nebraska"	"31"	"2020 "	"2020"	14	1937552	Unreliable
	"Sudden infant death syndrome - SIDS"	"R95"	"New Jersey"	"34"	"2020 "	"2020"	42	8882371	0.5
	"Sudden infant death syndrome - SIDS"	"R95"	"New York"	"36"	"2020 "	"2020"	38	19336776	0.2
	"Sudden infant death syndrome - SIDS"	"R95"	"Ohio"	"39"	"2020 "	"2020"	67	11693217	0.6
	"Sudden infant death syndrome - SIDS"	"R95"	"Oklahoma"	"40"	"2020 "	"2020"	26	3980783	0.7
	"Sudden infant death syndrome - SIDS"	"R95"	"Oregon"	"41"	"2020 "	"2020"	20	4241507	0.5
	"Sudden infant death syndrome - SIDS"	"R95"	"Pennsylvania"	"42"	"2020 "	"2020"	45	12783254	0.4
	"Sudden infant death syndrome - SIDS"	"R95"	"South Carolina"	"45"	"2020 "	"2020"	12	5218040	Unreliable
	"Sudden infant death syndrome - SIDS"	"R95"	"Tennessee"	"47"	"2020 "	"2020"	29	6886834	0.4
	"Sudden infant death syndrome - SIDS"	"R95"	"Texas"	"48"	"2020 "	"2020"	174	29360759	0.6
	"Sudden infant death syndrome - SIDS"	"R95"	"Utah"	"49"	"2020 "	"2020"	17	3249879	Unreliable
	"Sudden infant death syndrome - SIDS"	"R95"	"Virginia"	"51"	"2020 "	"2020"	67	8590563	0.8
	"Sudden infant death syndrome - SIDS"	"R95"	"Washington"	"53"	"2020 "	"2020"	41	7693612	0.5
	"Sudden infant death syndrome - SIDS"	"R95"	"Wisconsin"	"55"	"2020 "	"2020"	12	5832655	Unreliable
	"Instantaneous death"	"R96.0"	"Alabama"	"01"	"2020 "	"2020"	13	4921532	Unreliable
	"Instantaneous death"	"R96.0"	"Ohio"	"39"	"2020 "	"2020"	10	11693217	Unreliable
	"Other ill-defined and unspecified causes of mortality"	"R99"	"Alabama"	"01"	"2020 "	"2020"	536	4921532	10.9
	"Other ill-defined and unspecified causes of mortality"	"R99"	"Alaska"	"02"	"2020 "	"2020"	14	731158	Unreliable
	"Other ill-defined and unspecified causes of mortality"	"R99"	"Arizona"	"04"	"2020 "	"2020"	746	7421401	10.1
	"Other ill-defined and unspecified causes of mortality"	"R99"	"Arkansas"	"05"	"2020 "	"2020"	74	3030522	2.4
	"Other ill-defined and unspecified causes of mortality"	"R99"	"California"	"06"	"2020 "	"2020"	1395	39368078	3.5
	"Other ill-defined and unspecified causes of mortality"	"R99"	"Colorado"	"08"	"2020 "	"2020"	77	5807719	1.3
	"Other ill-defined and unspecified causes of mortality"	"R99"	"Connecticut"	"09"	"2020 "	"2020"	28	3557006	0.8
	"Other ill-defined and unspecified causes of mortality"	"R99"	"District of Columbia"	"11"	"2020 "	"2020"	14	712816	Unreliable
	"Other ill-defined and unspecified causes of mortality"	"R99"	"Florida"	"12"	"2020 "	"2020"	587	21733312	2.7
