"Notes"	"Cause of death"	"Cause of death Code"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Acute leukaemia of unspecified cell type - Malignant neoplasms"	"C95.0"	"Nevada"	"32"	"2020 "	"2020"	12	3138259	Unreliable
	"Acute leukaemia of unspecified cell type - Malignant neoplasms"	"C95.0"	"New Jersey"	"34"	"2020 "	"2020"	35	8882371	0.4
	"Acute leukaemia of unspecified cell type - Malignant neoplasms"	"C95.0"	"New York"	"36"	"2020 "	"2020"	75	19336776	0.4
	"Acute leukaemia of unspecified cell type - Malignant neoplasms"	"C95.0"	"North Carolina"	"37"	"2020 "	"2020"	31	10600823	0.3
	"Acute leukaemia of unspecified cell type - Malignant neoplasms"	"C95.0"	"Ohio"	"39"	"2020 "	"2020"	49	11693217	0.4
	"Acute leukaemia of unspecified cell type - Malignant neoplasms"	"C95.0"	"Oklahoma"	"40"	"2020 "	"2020"	16	3980783	Unreliable
	"Acute leukaemia of unspecified cell type - Malignant neoplasms"	"C95.0"	"Oregon"	"41"	"2020 "	"2020"	10	4241507	Unreliable
	"Acute leukaemia of unspecified cell type - Malignant neoplasms"	"C95.0"	"Pennsylvania"	"42"	"2020 "	"2020"	74	12783254	0.6
	"Acute leukaemia of unspecified cell type - Malignant neoplasms"	"C95.0"	"South Carolina"	"45"	"2020 "	"2020"	15	5218040	Unreliable
	"Acute leukaemia of unspecified cell type - Malignant neoplasms"	"C95.0"	"Tennessee"	"47"	"2020 "	"2020"	37	6886834	0.5
	"Acute leukaemia of unspecified cell type - Malignant neoplasms"	"C95.0"	"Texas"	"48"	"2020 "	"2020"	68	29360759	0.2
	"Acute leukaemia of unspecified cell type - Malignant neoplasms"	"C95.0"	"Virginia"	"51"	"2020 "	"2020"	29	8590563	0.3
	"Acute leukaemia of unspecified cell type - Malignant neoplasms"	"C95.0"	"Washington"	"53"	"2020 "	"2020"	10	7693612	Unreliable
	"Acute leukaemia of unspecified cell type - Malignant neoplasms"	"C95.0"	"West Virginia"	"54"	"2020 "	"2020"	12	1784787	Unreliable
	"Acute leukaemia of unspecified cell type - Malignant neoplasms"	"C95.0"	"Wisconsin"	"55"	"2020 "	"2020"	28	5832655	0.5
	"Chronic leukaemia of unspecified cell type - Malignant neoplasms"	"C95.1"	"California"	"06"	"2020 "	"2020"	11	39368078	Unreliable
	"Chronic leukaemia of unspecified cell type - Malignant neoplasms"	"C95.1"	"Florida"	"12"	"2020 "	"2020"	12	21733312	Unreliable
	"Chronic leukaemia of unspecified cell type - Malignant neoplasms"	"C95.1"	"Texas"	"48"	"2020 "	"2020"	17	29360759	Unreliable
	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	"Alabama"	"01"	"2020 "	"2020"	57	4921532	1.2
	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	"Arizona"	"04"	"2020 "	"2020"	33	7421401	0.4
	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	"Arkansas"	"05"	"2020 "	"2020"	47	3030522	1.6
	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	"California"	"06"	"2020 "	"2020"	162	39368078	0.4
	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	"Colorado"	"08"	"2020 "	"2020"	22	5807719	0.4
	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	"Connecticut"	"09"	"2020 "	"2020"	25	3557006	0.7
	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	"Florida"	"12"	"2020 "	"2020"	220	21733312	1.0
	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	"Georgia"	"13"	"2020 "	"2020"	106	10710017	1.0
	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	"Illinois"	"17"	"2020 "	"2020"	87	12587530	0.7
	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	"Indiana"	"18"	"2020 "	"2020"	70	6754953	1.0
	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	"Iowa"	"19"	"2020 "	"2020"	10	3163561	Unreliable
	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	"Kansas"	"20"	"2020 "	"2020"	24	2913805	0.8
	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	"Kentucky"	"21"	"2020 "	"2020"	41	4477251	0.9
	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	"Louisiana"	"22"	"2020 "	"2020"	66	4645318	1.4
	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	"Maryland"	"24"	"2020 "	"2020"	38	6055802	0.6
	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	"Massachusetts"	"25"	"2020 "	"2020"	49	6893574	0.7
	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	"Michigan"	"26"	"2020 "	"2020"	60	9966555	0.6
	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	"Minnesota"	"27"	"2020 "	"2020"	19	5657342	Unreliable
	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	"Mississippi"	"28"	"2020 "	"2020"	63	2966786	2.1
	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	"Missouri"	"29"	"2020 "	"2020"	37	6151548	0.6
	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	"Nevada"	"32"	"2020 "	"2020"	21	3138259	0.7
	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	"New Jersey"	"34"	"2020 "	"2020"	87	8882371	1.0
	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	"New Mexico"	"35"	"2020 "	"2020"	10	2106319	Unreliable
	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	"New York"	"36"	"2020 "	"2020"	114	19336776	0.6
	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	"North Carolina"	"37"	"2020 "	"2020"	51	10600823	0.5
	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	"Ohio"	"39"	"2020 "	"2020"	94	11693217	0.8
	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	"Oklahoma"	"40"	"2020 "	"2020"	38	3980783	1.0
	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	"Oregon"	"41"	"2020 "	"2020"	11	4241507	Unreliable
	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	"Pennsylvania"	"42"	"2020 "	"2020"	107	12783254	0.8
	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	"South Carolina"	"45"	"2020 "	"2020"	39	5218040	0.7
	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	"Tennessee"	"47"	"2020 "	"2020"	45	6886834	0.7
	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	"Texas"	"48"	"2020 "	"2020"	200	29360759	0.7
	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	"Utah"	"49"	"2020 "	"2020"	23	3249879	0.7
	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	"Virginia"	"51"	"2020 "	"2020"	65	8590563	0.8
	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	"Washington"	"53"	"2020 "	"2020"	25	7693612	0.3
	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	"West Virginia"	"54"	"2020 "	"2020"	14	1784787	Unreliable
	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	"Wisconsin"	"55"	"2020 "	"2020"	24	5832655	0.4
	"Malignant neoplasm of lymphoid, haematopoietic and related tissue, unspecified - Malignant neoplasms"	"C96.9"	"New York"	"36"	"2020 "	"2020"	10	19336776	Unreliable
	"Malignant neoplasm of lymphoid, haematopoietic and related tissue, unspecified - Malignant neoplasms"	"C96.9"	"Texas"	"48"	"2020 "	"2020"	11	29360759	Unreliable
	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	"Alabama"	"01"	"2020 "	"2020"	114	4921532	2.3
	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	"Arizona"	"04"	"2020 "	"2020"	107	7421401	1.4
	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	"Arkansas"	"05"	"2020 "	"2020"	123	3030522	4.1
	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	"California"	"06"	"2020 "	"2020"	443	39368078	1.1
	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	"Colorado"	"08"	"2020 "	"2020"	80	5807719	1.4
	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	"Connecticut"	"09"	"2020 "	"2020"	86	3557006	2.4
	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	"Florida"	"12"	"2020 "	"2020"	468	21733312	2.2
	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	"Georgia"	"13"	"2020 "	"2020"	219	10710017	2.0
	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	"Hawaii"	"15"	"2020 "	"2020"	17	1407006	Unreliable
	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	"Idaho"	"16"	"2020 "	"2020"	31	1826913	1.7
	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	"Illinois"	"17"	"2020 "	"2020"	196	12587530	1.6
	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	"Indiana"	"18"	"2020 "	"2020"	193	6754953	2.9
	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	"Iowa"	"19"	"2020 "	"2020"	63	3163561	2.0
	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	"Kansas"	"20"	"2020 "	"2020"	52	2913805	1.8
	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	"Kentucky"	"21"	"2020 "	"2020"	112	4477251	2.5
	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	"Louisiana"	"22"	"2020 "	"2020"	83	4645318	1.8
	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	"Maine"	"23"	"2020 "	"2020"	38	1350141	2.8
	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	"Maryland"	"24"	"2020 "	"2020"	93	6055802	1.5
	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	"Massachusetts"	"25"	"2020 "	"2020"	117	6893574	1.7
	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	"Michigan"	"26"	"2020 "	"2020"	221	9966555	2.2
	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	"Minnesota"	"27"	"2020 "	"2020"	123	5657342	2.2
	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	"Mississippi"	"28"	"2020 "	"2020"	68	2966786	2.3
	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	"Missouri"	"29"	"2020 "	"2020"	131	6151548	2.1
	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	"Montana"	"30"	"2020 "	"2020"	45	1080577	4.2
	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	"Nebraska"	"31"	"2020 "	"2020"	40	1937552	2.1
	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	"Nevada"	"32"	"2020 "	"2020"	27	3138259	0.9
	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	"New Hampshire"	"33"	"2020 "	"2020"	33	1366275	2.4
	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	"New Jersey"	"34"	"2020 "	"2020"	154	8882371	1.7
	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	"New Mexico"	"35"	"2020 "	"2020"	32	2106319	1.5
	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	"New York"	"36"	"2020 "	"2020"	248	19336776	1.3
	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	"North Carolina"	"37"	"2020 "	"2020"	186	10600823	1.8
	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	"North Dakota"	"38"	"2020 "	"2020"	14	765309	Unreliable
	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	"Ohio"	"39"	"2020 "	"2020"	184	11693217	1.6
	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	"Oklahoma"	"40"	"2020 "	"2020"	77	3980783	1.9
	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	"Oregon"	"41"	"2020 "	"2020"	70	4241507	1.7
	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	"Pennsylvania"	"42"	"2020 "	"2020"	320	12783254	2.5
	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	"Rhode Island"	"44"	"2020 "	"2020"	16	1057125	Unreliable
	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	"South Carolina"	"45"	"2020 "	"2020"	142	5218040	2.7
	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	"South Dakota"	"46"	"2020 "	"2020"	21	892717	2.4
	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	"Tennessee"	"47"	"2020 "	"2020"	158	6886834	2.3
	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	"Texas"	"48"	"2020 "	"2020"	423	29360759	1.4
	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	"Utah"	"49"	"2020 "	"2020"	42	3249879	1.3
	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	"Vermont"	"50"	"2020 "	"2020"	17	623347	Unreliable
	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	"Virginia"	"51"	"2020 "	"2020"	127	8590563	1.5
	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	"Washington"	"53"	"2020 "	"2020"	105	7693612	1.4
	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	"West Virginia"	"54"	"2020 "	"2020"	51	1784787	2.9
	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	"Wisconsin"	"55"	"2020 "	"2020"	103	5832655	1.8
	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	"Wyoming"	"56"	"2020 "	"2020"	10	582328	Unreliable
	"Cerebral meninges - Benign neoplasms"	"D32.0"	"Arizona"	"04"	"2020 "	"2020"	10	7421401	Unreliable
	"Cerebral meninges - Benign neoplasms"	"D32.0"	"California"	"06"	"2020 "	"2020"	39	39368078	0.1
	"Cerebral meninges - Benign neoplasms"	"D32.0"	"Georgia"	"13"	"2020 "	"2020"	14	10710017	Unreliable
	"Cerebral meninges - Benign neoplasms"	"D32.0"	"Indiana"	"18"	"2020 "	"2020"	13	6754953	Unreliable
	"Cerebral meninges - Benign neoplasms"	"D32.0"	"Minnesota"	"27"	"2020 "	"2020"	18	5657342	Unreliable
	"Cerebral meninges - Benign neoplasms"	"D32.0"	"Missouri"	"29"	"2020 "	"2020"	10	6151548	Unreliable
	"Cerebral meninges - Benign neoplasms"	"D32.0"	"New York"	"36"	"2020 "	"2020"	21	19336776	0.1
	"Cerebral meninges - Benign neoplasms"	"D32.0"	"Ohio"	"39"	"2020 "	"2020"	14	11693217	Unreliable
	"Cerebral meninges - Benign neoplasms"	"D32.0"	"Pennsylvania"	"42"	"2020 "	"2020"	15	12783254	Unreliable
	"Cerebral meninges - Benign neoplasms"	"D32.0"	"Texas"	"48"	"2020 "	"2020"	27	29360759	0.1
	"Cerebral meninges - Benign neoplasms"	"D32.0"	"Washington"	"53"	"2020 "	"2020"	10	7693612	Unreliable
	"Meninges, unspecified - Benign neoplasms"	"D32.9"	"Alabama"	"01"	"2020 "	"2020"	10	4921532	Unreliable
	"Meninges, unspecified - Benign neoplasms"	"D32.9"	"Arizona"	"04"	"2020 "	"2020"	12	7421401	Unreliable
	"Meninges, unspecified - Benign neoplasms"	"D32.9"	"California"	"06"	"2020 "	"2020"	67	39368078	0.2
	"Meninges, unspecified - Benign neoplasms"	"D32.9"	"Colorado"	"08"	"2020 "	"2020"	10	5807719	Unreliable
	"Meninges, unspecified - Benign neoplasms"	"D32.9"	"Connecticut"	"09"	"2020 "	"2020"	13	3557006	Unreliable
	"Meninges, unspecified - Benign neoplasms"	"D32.9"	"Florida"	"12"	"2020 "	"2020"	50	21733312	0.2
	"Meninges, unspecified - Benign neoplasms"	"D32.9"	"Georgia"	"13"	"2020 "	"2020"	22	10710017	0.2
	"Meninges, unspecified - Benign neoplasms"	"D32.9"	"Illinois"	"17"	"2020 "	"2020"	20	12587530	0.2
	"Meninges, unspecified - Benign neoplasms"	"D32.9"	"Massachusetts"	"25"	"2020 "	"2020"	17	6893574	Unreliable
	"Meninges, unspecified - Benign neoplasms"	"D32.9"	"Michigan"	"26"	"2020 "	"2020"	22	9966555	0.2
	"Meninges, unspecified - Benign neoplasms"	"D32.9"	"Minnesota"	"27"	"2020 "	"2020"	17	5657342	Unreliable
	"Meninges, unspecified - Benign neoplasms"	"D32.9"	"Missouri"	"29"	"2020 "	"2020"	15	6151548	Unreliable
	"Meninges, unspecified - Benign neoplasms"	"D32.9"	"New Jersey"	"34"	"2020 "	"2020"	11	8882371	Unreliable
	"Meninges, unspecified - Benign neoplasms"	"D32.9"	"New York"	"36"	"2020 "	"2020"	33	19336776	0.2
	"Meninges, unspecified - Benign neoplasms"	"D32.9"	"North Carolina"	"37"	"2020 "	"2020"	17	10600823	Unreliable
	"Meninges, unspecified - Benign neoplasms"	"D32.9"	"Ohio"	"39"	"2020 "	"2020"	33	11693217	0.3
	"Meninges, unspecified - Benign neoplasms"	"D32.9"	"Pennsylvania"	"42"	"2020 "	"2020"	38	12783254	0.3
	"Meninges, unspecified - Benign neoplasms"	"D32.9"	"Tennessee"	"47"	"2020 "	"2020"	16	6886834	Unreliable
	"Meninges, unspecified - Benign neoplasms"	"D32.9"	"Texas"	"48"	"2020 "	"2020"	32	29360759	0.1
	"Meninges, unspecified - Benign neoplasms"	"D32.9"	"Virginia"	"51"	"2020 "	"2020"	17	8590563	Unreliable
	"Meninges, unspecified - Benign neoplasms"	"D32.9"	"Washington"	"53"	"2020 "	"2020"	21	7693612	0.3
	"Meninges, unspecified - Benign neoplasms"	"D32.9"	"Wisconsin"	"55"	"2020 "	"2020"	15	5832655	Unreliable
	"Brain, unspecified - Benign neoplasms"	"D33.2"	"California"	"06"	"2020 "	"2020"	14	39368078	Unreliable
	"Pituitary gland - Benign neoplasms"	"D35.2"	"California"	"06"	"2020 "	"2020"	10	39368078	Unreliable
	"Lip, oral cavity and pharynx - Uncertain neoplasms"	"D37.0"	"California"	"06"	"2020 "	"2020"	11	39368078	Unreliable
	"Colon - Uncertain neoplasms"	"D37.4"	"Missouri"	"29"	"2020 "	"2020"	11	6151548	Unreliable
	"Colon - Uncertain neoplasms"	"D37.4"	"New York"	"36"	"2020 "	"2020"	10	19336776	Unreliable
	"Colon - Uncertain neoplasms"	"D37.4"	"Texas"	"48"	"2020 "	"2020"	13	29360759	Unreliable
	"Liver, gallbladder and bile ducts - Uncertain neoplasms"	"D37.6"	"Arizona"	"04"	"2020 "	"2020"	10	7421401	Unreliable
	"Liver, gallbladder and bile ducts - Uncertain neoplasms"	"D37.6"	"California"	"06"	"2020 "	"2020"	17	39368078	Unreliable
	"Liver, gallbladder and bile ducts - Uncertain neoplasms"	"D37.6"	"Florida"	"12"	"2020 "	"2020"	18	21733312	Unreliable
	"Liver, gallbladder and bile ducts - Uncertain neoplasms"	"D37.6"	"Michigan"	"26"	"2020 "	"2020"	12	9966555	Unreliable
	"Liver, gallbladder and bile ducts - Uncertain neoplasms"	"D37.6"	"New York"	"36"	"2020 "	"2020"	13	19336776	Unreliable
	"Liver, gallbladder and bile ducts - Uncertain neoplasms"	"D37.6"	"Pennsylvania"	"42"	"2020 "	"2020"	13	12783254	Unreliable
	"Liver, gallbladder and bile ducts - Uncertain neoplasms"	"D37.6"	"Texas"	"48"	"2020 "	"2020"	20	29360759	0.1
	"Other digestive organs - Uncertain neoplasms"	"D37.7"	"California"	"06"	"2020 "	"2020"	23	39368078	0.1
	"Other digestive organs - Uncertain neoplasms"	"D37.7"	"Florida"	"12"	"2020 "	"2020"	27	21733312	0.1
	"Other digestive organs - Uncertain neoplasms"	"D37.7"	"Georgia"	"13"	"2020 "	"2020"	21	10710017	0.2
	"Other digestive organs - Uncertain neoplasms"	"D37.7"	"Illinois"	"17"	"2020 "	"2020"	12	12587530	Unreliable
	"Other digestive organs - Uncertain neoplasms"	"D37.7"	"Maryland"	"24"	"2020 "	"2020"	12	6055802	Unreliable
	"Other digestive organs - Uncertain neoplasms"	"D37.7"	"Michigan"	"26"	"2020 "	"2020"	16	9966555	Unreliable
	"Other digestive organs - Uncertain neoplasms"	"D37.7"	"New Jersey"	"34"	"2020 "	"2020"	15	8882371	Unreliable
	"Other digestive organs - Uncertain neoplasms"	"D37.7"	"New York"	"36"	"2020 "	"2020"	20	19336776	0.1
	"Other digestive organs - Uncertain neoplasms"	"D37.7"	"Ohio"	"39"	"2020 "	"2020"	20	11693217	0.2
	"Other digestive organs - Uncertain neoplasms"	"D37.7"	"Oregon"	"41"	"2020 "	"2020"	10	4241507	Unreliable
	"Other digestive organs - Uncertain neoplasms"	"D37.7"	"Pennsylvania"	"42"	"2020 "	"2020"	19	12783254	Unreliable
	"Other digestive organs - Uncertain neoplasms"	"D37.7"	"Texas"	"48"	"2020 "	"2020"	31	29360759	0.1
	"Other digestive organs - Uncertain neoplasms"	"D37.7"	"Virginia"	"51"	"2020 "	"2020"	10	8590563	Unreliable
	"Trachea, bronchus and lung - Uncertain neoplasms"	"D38.1"	"Arizona"	"04"	"2020 "	"2020"	23	7421401	0.3
	"Trachea, bronchus and lung - Uncertain neoplasms"	"D38.1"	"Arkansas"	"05"	"2020 "	"2020"	21	3030522	0.7
	"Trachea, bronchus and lung - Uncertain neoplasms"	"D38.1"	"California"	"06"	"2020 "	"2020"	31	39368078	0.1
	"Trachea, bronchus and lung - Uncertain neoplasms"	"D38.1"	"Connecticut"	"09"	"2020 "	"2020"	17	3557006	Unreliable
	"Trachea, bronchus and lung - Uncertain neoplasms"	"D38.1"	"Florida"	"12"	"2020 "	"2020"	59	21733312	0.3
	"Trachea, bronchus and lung - Uncertain neoplasms"	"D38.1"	"Georgia"	"13"	"2020 "	"2020"	23	10710017	0.2
	"Trachea, bronchus and lung - Uncertain neoplasms"	"D38.1"	"Illinois"	"17"	"2020 "	"2020"	37	12587530	0.3
	"Trachea, bronchus and lung - Uncertain neoplasms"	"D38.1"	"Iowa"	"19"	"2020 "	"2020"	10	3163561	Unreliable
	"Trachea, bronchus and lung - Uncertain neoplasms"	"D38.1"	"Kentucky"	"21"	"2020 "	"2020"	16	4477251	Unreliable
	"Trachea, bronchus and lung - Uncertain neoplasms"	"D38.1"	"Louisiana"	"22"	"2020 "	"2020"	11	4645318	Unreliable
	"Trachea, bronchus and lung - Uncertain neoplasms"	"D38.1"	"Maine"	"23"	"2020 "	"2020"	10	1350141	Unreliable
	"Trachea, bronchus and lung - Uncertain neoplasms"	"D38.1"	"Michigan"	"26"	"2020 "	"2020"	25	9966555	0.3
	"Trachea, bronchus and lung - Uncertain neoplasms"	"D38.1"	"Missouri"	"29"	"2020 "	"2020"	24	6151548	0.4
	"Trachea, bronchus and lung - Uncertain neoplasms"	"D38.1"	"New Jersey"	"34"	"2020 "	"2020"	18	8882371	Unreliable
	"Trachea, bronchus and lung - Uncertain neoplasms"	"D38.1"	"New York"	"36"	"2020 "	"2020"	49	19336776	0.3
	"Trachea, bronchus and lung - Uncertain neoplasms"	"D38.1"	"North Carolina"	"37"	"2020 "	"2020"	20	10600823	0.2
	"Trachea, bronchus and lung - Uncertain neoplasms"	"D38.1"	"Ohio"	"39"	"2020 "	"2020"	26	11693217	0.2
	"Trachea, bronchus and lung - Uncertain neoplasms"	"D38.1"	"Oklahoma"	"40"	"2020 "	"2020"	12	3980783	Unreliable
	"Trachea, bronchus and lung - Uncertain neoplasms"	"D38.1"	"Pennsylvania"	"42"	"2020 "	"2020"	37	12783254	0.3
	"Trachea, bronchus and lung - Uncertain neoplasms"	"D38.1"	"South Carolina"	"45"	"2020 "	"2020"	16	5218040	Unreliable
	"Trachea, bronchus and lung - Uncertain neoplasms"	"D38.1"	"Tennessee"	"47"	"2020 "	"2020"	20	6886834	0.3
	"Trachea, bronchus and lung - Uncertain neoplasms"	"D38.1"	"Texas"	"48"	"2020 "	"2020"	56	29360759	0.2
	"Trachea, bronchus and lung - Uncertain neoplasms"	"D38.1"	"Virginia"	"51"	"2020 "	"2020"	17	8590563	Unreliable
	"Trachea, bronchus and lung - Uncertain neoplasms"	"D38.1"	"Washington"	"53"	"2020 "	"2020"	17	7693612	Unreliable
	"Prostate - Uncertain neoplasms"	"D40.0"	"Florida"	"12"	"2020 "	"2020"	10	21733312	Unreliable
	"Kidney - Uncertain neoplasms"	"D41.0"	"Florida"	"12"	"2020 "	"2020"	14	21733312	Unreliable
	"Kidney - Uncertain neoplasms"	"D41.0"	"Ohio"	"39"	"2020 "	"2020"	12	11693217	Unreliable
	"Kidney - Uncertain neoplasms"	"D41.0"	"Texas"	"48"	"2020 "	"2020"	11	29360759	Unreliable
	"Bladder - Uncertain neoplasms"	"D41.4"	"Florida"	"12"	"2020 "	"2020"	16	21733312	Unreliable
	"Bladder - Uncertain neoplasms"	"D41.4"	"Illinois"	"17"	"2020 "	"2020"	14	12587530	Unreliable
	"Bladder - Uncertain neoplasms"	"D41.4"	"Ohio"	"39"	"2020 "	"2020"	10	11693217	Unreliable
	"Bladder - Uncertain neoplasms"	"D41.4"	"Texas"	"48"	"2020 "	"2020"	14	29360759	Unreliable
	"Brain, unspecified - Uncertain neoplasms"	"D43.2"	"Alabama"	"01"	"2020 "	"2020"	24	4921532	0.5
	"Brain, unspecified - Uncertain neoplasms"	"D43.2"	"Arizona"	"04"	"2020 "	"2020"	30	7421401	0.4
	"Brain, unspecified - Uncertain neoplasms"	"D43.2"	"Arkansas"	"05"	"2020 "	"2020"	19	3030522	Unreliable
	"Brain, unspecified - Uncertain neoplasms"	"D43.2"	"California"	"06"	"2020 "	"2020"	81	39368078	0.2
	"Brain, unspecified - Uncertain neoplasms"	"D43.2"	"Colorado"	"08"	"2020 "	"2020"	20	5807719	0.3
	"Brain, unspecified - Uncertain neoplasms"	"D43.2"	"Connecticut"	"09"	"2020 "	"2020"	18	3557006	Unreliable
	"Brain, unspecified - Uncertain neoplasms"	"D43.2"	"Florida"	"12"	"2020 "	"2020"	87	21733312	0.4
	"Brain, unspecified - Uncertain neoplasms"	"D43.2"	"Georgia"	"13"	"2020 "	"2020"	58	10710017	0.5
	"Brain, unspecified - Uncertain neoplasms"	"D43.2"	"Idaho"	"16"	"2020 "	"2020"	12	1826913	Unreliable
	"Brain, unspecified - Uncertain neoplasms"	"D43.2"	"Illinois"	"17"	"2020 "	"2020"	74	12587530	0.6
	"Brain, unspecified - Uncertain neoplasms"	"D43.2"	"Indiana"	"18"	"2020 "	"2020"	28	6754953	0.4
	"Brain, unspecified - Uncertain neoplasms"	"D43.2"	"Iowa"	"19"	"2020 "	"2020"	17	3163561	Unreliable
	"Brain, unspecified - Uncertain neoplasms"	"D43.2"	"Kentucky"	"21"	"2020 "	"2020"	33	4477251	0.7
	"Brain, unspecified - Uncertain neoplasms"	"D43.2"	"Louisiana"	"22"	"2020 "	"2020"	25	4645318	0.5
	"Brain, unspecified - Uncertain neoplasms"	"D43.2"	"Maine"	"23"	"2020 "	"2020"	17	1350141	Unreliable
	"Brain, unspecified - Uncertain neoplasms"	"D43.2"	"Maryland"	"24"	"2020 "	"2020"	28	6055802	0.5
	"Brain, unspecified - Uncertain neoplasms"	"D43.2"	"Massachusetts"	"25"	"2020 "	"2020"	36	6893574	0.5
	"Brain, unspecified - Uncertain neoplasms"	"D43.2"	"Michigan"	"26"	"2020 "	"2020"	55	9966555	0.6
	"Brain, unspecified - Uncertain neoplasms"	"D43.2"	"Minnesota"	"27"	"2020 "	"2020"	29	5657342	0.5
	"Brain, unspecified - Uncertain neoplasms"	"D43.2"	"Mississippi"	"28"	"2020 "	"2020"	19	2966786	Unreliable
	"Brain, unspecified - Uncertain neoplasms"	"D43.2"	"Missouri"	"29"	"2020 "	"2020"	32	6151548	0.5
